line_id,line_text,speech_id,anger
25,"And many of you may know, I first came to know Joe through his son Bo. Bo and I worked together as State Attorney’s General, and back then Bo would often tell me stories about his dad and he would talk about the kind of father and the kind of man that Joe Biden is. And he would talk about the qualities of his father. And the qualities that Bo revered the most are the same qualities that I see every day in our President, his honesty, his integrity, his commitment to his faith and his family, his big, big heart, and his deep love of our country. And I don’t need to tell you all, you know Joe’s background. I mean he grew up in a middle class family in Scranton and he has never forgotten where he comes from.",S012,0.0
26,"And so again, I am a firsthand witness from being with him in the Oval Office to the Situation Room and seeing him on the global stage with world leaders. President Joe Biden fights for the American people and we are deeply, deeply grateful for his service to our nation.",S012,0.0
27,"Joe, are you watching? You hear this clapping? Can you see it?",S012,0.0
28,"Predators who abused women, fraudsters who ripped off consumers, cheaters who broke the rules for their own gain. So hear me when I say I know Donald Trump’s type, and in this campaign I will proudly, I will proudly put my record against his. As a young prosecutor when I was in the Alameda County District Attorney’s Office in California, I specialized in cases involving sexual abuse. Donald Trump was found liable by a jury for committing sexual abuse. As Attorney General of California, I took on one of our country’s largest for-profit colleges and put it out of business. Donald Trump ran a for-profit college, Trump University, that was forced to pay $25 million to the students it scammed.",S012,0.008333333333333333
29,"As District Attorney to go after polluters, I created one of the first environmental justice units in our nation. Donald Trump stood in Mar-a-Lago and told big oil lobbyists he would do their bidding for a $1 billion campaign contribution. During the foreclosure crisis, I took on the big Wall Street banks and won $20 billion for California families, holding those banks accountable for fraud. Donald Trump was just found guilty of 34 counts of fraud.",S012,0.02631578947368421
30,"We believe in a future where no child has to grow up in poverty, where every person can buy a home, start a family, and build wealth. And where every person has access to paid family leave and affordable child care. That’s the future we see. Together, we fight to build a nation where every person has affordable healthcare, where every worker is paid fairly, and where every senior can retire with dignity.",S012,0.0136986301369863
31,"All of this is to say building up the middle class will be a defining goal of my presidency because we here know when our middle class is strong, America is strong.",S012,0.0
32,"America has tried these economic policies before. They do not lead to prosperity, they lead to inequity and economic injustice. And we are not going back. We are not going back. They’re not taking us back.",S012,0.0
33,"Our fight for the future is also a fight for freedom. Generations of Americans before us have led the fight for freedom from our founders to our framers, to the abolitionists and the suffragettes, to the freedom riders and farm workers. And now I say team, the baton is in our hands. We who believe in the sacred freedom to vote, we who are committed to fight to pass the John Lewis Voting Rights Advancement Act and the Freedom to Vote Act. We who believe in the freedom to live safe from gun violence, and that’s why we will work to pass universal background checks, red flag laws, and an assault weapons ban. We who will fight for reproductive freedom, knowing if Trump gets the chance he will sign a national abortion ban to outlaw abortion in every single state, but we are not going to let that happen.",S012,0.053691275167785234
34,"It is this team here that is going to help in this November to elect a majority of members of the United States Congress who agree the government should not be telling a woman what to do with her body. And when Congress passes the law to restore reproductive freedoms, as President of the United States, I will sign it into law.",S012,0.0
35,So are you ready to get to work? Do we believe in freedom? Do we believe in opportunity? Do we believe in the promise of America?,S012,0.0
