line_id	line_text	speech_id	anger_score
10	So it was Coach Walz’s students who actually helped him decide to run for office. And he served 12 years in Congress representing a purple district as he reached across the aisle to get things done. He was the highest ranking enlisted man to ever serve in the United States Congress, and the top Democrat on the Veterans Committee, and he was known as one of Capitol Hill’s best marksman, winning a bipartisan sharp shooting contest year after year.	S028	0.6830817461013794
11	In Washington, Tim worked to raise the minimum §wage, to protect the freedom of workers to join a union, and he cast one of the critical votes to pass the Affordable Care Act, which of course gave health insurance to tens of millions of Americans. I’m going to tell you, when we win, Tim and I will continue to make the Affordable Care Act even stronger. We will.	S028	0.6865736842155457
12	Now let’s talk about what we’re dealing with on the other side. So on that last topic, if Donald Trump gets the chance, he will end the Affordable Care Act and take us back to a time when insurance companies have the power to deny people with pre-existing conditions. You remember what that was like? Children with asthma, breast cancer survivors, grandparents with diabetes. Well, Governor Walz and I will not let that happen because we believe healthcare should be a right and not just a privilege for those who can afford it. As governor, Tim has continued to fight for working families. He secured paid leave for workers in Minnesota and he refused as governor to allow any student in their public schools to go hungry, so he made school breakfast and lunch free for every child. And Tim Walz and I, we agree about many things including when our middle class is strong, America is strong. And strengthening in the middle class will be my defining goal as I am President of the United States.	S028	0.6853703260421753
13	So Pennsylvania, ours is a fight for the future of the middle class, and it is a fight for freedom. In this moment, we are witnessing a full-on attack against hard fought, hard won freedoms and rights. Take reproductive freedom. Now think about this, Donald Trump said he wants to punish women. And as a result of his actions today in America, one out of three women live in a state with a Trump abortion ban, one out of three. Some of these bans go back to the 1800s, even before women had a right to vote. Think about that.	S028	0.6842522025108337
14	Well, Tim and I have a message for Trump and others who want to turn back the clock on our fundamental freedoms: we’re not going back. We’re not going back. We’re not going back. We’re not going back. We’re not going back. We’re not going back. And so let me say, about Tim Walz, he has shown up to stand against these attacks long before he stood on the stage with me. After Roe was overturned, he was the first governor in the country to sign a new law that enshrined reproductive freedom as a fundamental right. And with Tim Walz by my side, when I am President of the United States and we win majorities in the United States Congress, we will pass a bill to restore reproductive freedom, and I will properly sign it into law.	S028	0.6828761100769043
15	Tim Walz has also defended the sacred freedom to vote. As Governor, he signed the most significant expansion of voting rights in Minnesota in over 50 years. And with Governor Walz’s help when I am President, we are going to finally pass the John Lewis Voting Rights Act and the Freedom to Vote Act. We’re going to get it done. So Tim is a hunter and a gun owner who believes, as the majority of gun owners do that, we need reasonable gun safety laws in America. So as governor, he expanded background checks and increased penalties for illegal firearm sales. And together, when we win in November, we are finally going to pass universal background checks, red flag laws and an assault weapons ban.	S028	0.6834902763366699
16	Through his work, Tim, the way I think about it, he really does shine a light on a brighter future that we can build together. In his state, he has been a model chief executive. And with his experience, I’m telling you, Tim Walz will be ready on day one. In fact, when you compare his resume, shall we, to Trump’s running mate, well, some might say it’s like it’s a matchup between the varsity team and the JV squad. So Pennsylvania, ultimately in this election, we each face a question, what kind of country do we want to live in? A country of freedom, compassion and rule of law? Or a country of chaos, fear and hate? And here’s the beauty of our democracy, we each have the power to answer that question. We each have the power to answer that question. The power is with the people. We love our country, and I believe it is the highest form of patriotism to fight for the ideals of our country. That is how we preserve the promise of America. And after all, the promise of America is what makes it possible? For two middle-class kids, one, a daughter of Oakland, California who was raised by a working mother, the other, a son of the Nebraska Plains who grew up working on a farm, it’s the promise of America because only in America, only in America, is it possible for them together to make it all the way to the White House. Only in America. Only in America. Only in America.	S028	0.6854750514030457
17	And so with Tim Walz by my side and with all of you at our side, let us fight for the promise of our future. And with that, I ask Pennsylvania, are you ready to make your voices heard? Do we believe in freedom? Do we believe in opportunity? Do we believe in the promise of America? And are we ready to fight for it? And when we fight, we win. And now welcome the next Vice President of the United States, Tim Walz.	S028	0.6732182502746582
18	Let me just say, it’s good to be here with all of the friends, all of the leaders who are here. I want to thank former Governor Ed Rendell, Senator Bob Casey, who we will re-elect this November, Senator John Fetterman, Mayor Sherrell Parker, and Chairman Jamie Harrison. It is so good to be here with your incredible governor, Josh Shapiro. I’ll say Josh is a dear, dear friend, and an extraordinary leader. He and I have been spending a lot of time together over the years, and I told Josh, look, I am so, so invested in our friendship in doing this together because together with Josh Shapiro, we will win Pennsylvania. We’ll win Pennsylvania. I thank you, Josh. I thank you.	S028	0.7157483100891113
19	Philadelphia, I launched my campaign for the President of the United States a mere two weeks ago, and it’s been a bit of a whirlwind. Just last night, the delegates to the Democratic National Convention finished voting, and so I stand before you today to proudly announce I am now officially the Democratic nominee for President of the United States. Now we got some work to do. We need to move to the general election and win that. To all the friends, listen, we also need to level set. We are the underdogs in this race, but we have the momentum and I know exactly what we are up against.	S028	0.689028799533844
20	Now, many of you know, before I was elected vice president or elected a United States Senator, I was an elected attorney general and before that, elected district attorney. Before that, I was a courtroom prosecutor. In those roles, I took on perpetrators of all kinds. Predators who abused women, fraudsters who scammed consumers, cheaters who broke the rules for their own gain, so hear me when I say I know Donald Trump’s type.	S028	0.6941685676574707
21	Wait, let me just say… Let me say, hold on, hold on, hold on. This campaign, our campaign, is not just a fight against Donald Trump. Our campaign, this campaign, is a fight for the future. It’s a fight for the future. Pennsylvania, we fight for a future with affordable housing, affordable healthcare, affordable childcare, paid leave. We fight for a future where we build a broad-based economy where every American has the opportunity to own a home, to start a business, and to build wealth.	S028	0.6882033348083496
22	We fight for a future where we bring down prices that are still too high and lower the cost of living for America’s families so that they have a chance not just to get by, but to get ahead. We fight for a future where we defend our most fundamental freedoms. The freedom to vote, the freedom to be safe from gun violence, the freedom to love who you love openly and with pride, and the freedom of a woman to make decisions about her own body, not having her government tell her what to do. I love you too.	S028	0.6806847453117371
23	Here’s the thing. Since the day that I announced my candidacy, I’ve set out to find a partner who can help build this brighter future. A leader who will help unite our nation and move us forward. A fighter for the middle class, a patriot who believes, as I do, in the extraordinary promise of America. A promise of freedom, opportunity, and justice not just for some, but for all.	S028	0.6816487312316895
24	Pennsylvania, I’m here today because I found such a leader. Governor Tim Walz of the great state of Minnesota. To those who know him best, Tim is more than a governor. To his wife, Gwen, he is a husband. To his kids, Hope and Gus, he is a dad. To his fellow veterans, he is Sergeant Major Walz. To the people of Southern Minnesota, for 12 years, he was Congressman. To his former high school students, he was Mr. Walz, and to his former high school football players, he was Coach. Coach. Coach. In 91 days, the nation will know Coach Walz by another name, Vice President of the United States. America, for some folks, they’re just getting to know Coach Walz’s story. I’ll tell you, he is the proud product of a middle class family in rural Nebraska. He is a veteran who served our nation in uniform for more than two decades as a member of the Army National Guard, and he went to college on the GI Bill. He is someone who, long before he entered politics, worked as a teacher. When Coach Walz and his wife, Gwen, moved from his native Nebraska to Minnesota nearly 30 years ago, they both took jobs at the local high school coach. Walz taught social studies, Gwen taught English.	S028	0.6863843202590942
25	After school, Tim was the linebacker’s coach for the football team, where I’ve heard the stories about he had a lnack for using the game of football to teach life lessons. He saw the potential in kids who sometimes didn’t even see it in themselves. Under those Friday night lights, Coach Walz motivated his players to believe they could achieve anything and together, they defied the odds… Hear this out, going from a winless record to the school’s first ever state championship.	S028	0.6938961744308472
26	Good evening, Philadelphia! Good evening. Good evening. Good evening. Good evening, everyone. Good evening. Good evening. Ooh, it’s good to be back in Pennsylvania. Let me say on behalf of myself and the first second gentleman of the United States, my husband, Doug Emhoff, thank you for the warm welcome.	S028	0.727582573890686
27	And as I think everyone here can see, Tim Walz was the kind of teacher and mentor that every child in America dreams of having and that every kid deserves. The kind of coach, because he’s the kind of person, who makes people feel like they belong and then inspires them to dream big. And that’s the kind of Vice President he will be. And that’s the kind of Vice President America deserves.	S028	0.6918854713439941
28	So it was Coach Walz’s students who actually helped him decide to run for office. And he served 12 years in Congress representing a purple district as he reached across the aisle to get things done. He was the highest ranking enlisted man to ever serve in the United States Congress, and the top Democrat on the Veterans Committee, and he was known as one of Capitol Hill’s best marksman, winning a bipartisan sharp shooting contest year after year.	S028	0.6830817461013794
29	In Washington, Tim worked to raise the minimum §wage, to protect the freedom of workers to join a union, and he cast one of the critical votes to pass the Affordable Care Act, which of course gave health insurance to tens of millions of Americans. I’m going to tell you, when we win, Tim and I will continue to make the Affordable Care Act even stronger. We will.	S028	0.6865736842155457
30	Now let’s talk about what we’re dealing with on the other side. So on that last topic, if Donald Trump gets the chance, he will end the Affordable Care Act and take us back to a time when insurance companies have the power to deny people with pre-existing conditions. You remember what that was like? Children with asthma, breast cancer survivors, grandparents with diabetes. Well, Governor Walz and I will not let that happen because we believe healthcare should be a right and not just a privilege for those who can afford it. As governor, Tim has continued to fight for working families. He secured paid leave for workers in Minnesota and he refused as governor to allow any student in their public schools to go hungry, so he made school breakfast and lunch free for every child. And Tim Walz and I, we agree about many things including when our middle class is strong, America is strong. And strengthening in the middle class will be my defining goal as I am President of the United States.	S028	0.6853703260421753
31	So Pennsylvania, ours is a fight for the future of the middle class, and it is a fight for freedom. In this moment, we are witnessing a full-on attack against hard fought, hard won freedoms and rights. Take reproductive freedom. Now think about this, Donald Trump said he wants to punish women. And as a result of his actions today in America, one out of three women live in a state with a Trump abortion ban, one out of three. Some of these bans go back to the 1800s, even before women had a right to vote. Think about that.	S028	0.6842522025108337
32	Well, Tim and I have a message for Trump and others who want to turn back the clock on our fundamental freedoms: we’re not going back. We’re not going back. We’re not going back. We’re not going back. We’re not going back. We’re not going back. And so let me say, about Tim Walz, he has shown up to stand against these attacks long before he stood on the stage with me. After Roe was overturned, he was the first governor in the country to sign a new law that enshrined reproductive freedom as a fundamental right. And with Tim Walz by my side, when I am President of the United States and we win majorities in the United States Congress, we will pass a bill to restore reproductive freedom, and I will properly sign it into law.	S028	0.6828761100769043
33	Tim Walz has also defended the sacred freedom to vote. As Governor, he signed the most significant expansion of voting rights in Minnesota in over 50 years. And with Governor Walz’s help when I am President, we are going to finally pass the John Lewis Voting Rights Act and the Freedom to Vote Act. We’re going to get it done. So Tim is a hunter and a gun owner who believes, as the majority of gun owners do that, we need reasonable gun safety laws in America. So as governor, he expanded background checks and increased penalties for illegal firearm sales. And together, when we win in November, we are finally going to pass universal background checks, red flag laws and an assault weapons ban.	S028	0.6834902763366699
34	Through his work, Tim, the way I think about it, he really does shine a light on a brighter future that we can build together. In his state, he has been a model chief executive. And with his experience, I’m telling you, Tim Walz will be ready on day one. In fact, when you compare his resume, shall we, to Trump’s running mate, well, some might say it’s like it’s a matchup between the varsity team and the JV squad. So Pennsylvania, ultimately in this election, we each face a question, what kind of country do we want to live in? A country of freedom, compassion and rule of law? Or a country of chaos, fear and hate? And here’s the beauty of our democracy, we each have the power to answer that question. We each have the power to answer that question. The power is with the people. We love our country, and I believe it is the highest form of patriotism to fight for the ideals of our country. That is how we preserve the promise of America. And after all, the promise of America is what makes it possible? For two middle-class kids, one, a daughter of Oakland, California who was raised by a working mother, the other, a son of the Nebraska Plains who grew up working on a farm, it’s the promise of America because only in America, only in America, is it possible for them together to make it all the way to the White House. Only in America. Only in America. Only in America.	S028	0.6854750514030457
35	And so with Tim Walz by my side and with all of you at our side, let us fight for the promise of our future. And with that, I ask Pennsylvania, are you ready to make your voices heard? Do we believe in freedom? Do we believe in opportunity? Do we believe in the promise of America? And are we ready to fight for it? And when we fight, we win. And now welcome the next Vice President of the United States, Tim Walz.	S028	0.6732182502746582
